location,title,name,type_appoitment,pay_plan,pay_level_grade,tenure,expires,agency,big_office,little_office,year
"Arlington, VA",Special Assistant to the Deputy Assistant Secretary of Defense (South and Southeast Asia) ,Nicholas C. Wallar,SC,GS,13,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Policy),2012
"Arlington, VA",Special Assistant to the Assistant Secretary of Defense (Asian and Pacific Security Affairs) ,Lindsey W. Ford,SC,GS,12,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Policy),2012
"Arlington, VA",Special Assistant to the Deputy Assistant Secretary of Defense (Western Hemisphere Affairs) ,Nicholas F. Zimmerman,SC,GS,12,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Policy),2012
"Arlington, VA",Special Assistant to the Assistant Secretary of Defense (Global Strategic Affairs) ,David L. Vorland,SC,GS,12,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Policy),2012
"Brussels, Belgium",Foreign Relations and Defense Policy Manager ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,United States Mission to the North Atlantic Treaty O,2012
"Brussels, Belgium",Defense Advisor to the US Ambassador to NATO ,Robert G. Bell,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,United States Mission to the North Atlantic Treaty O,2012
"Arlington, VA",Director ,J. M. Gilmore,PAS,EX,IV,,,Office of the Secretary of Defense,OFFICE OF THE,"Office of the Director, Operational Test and Evaluat",2012
"Arlington, VA",Principal Deputy Director ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,"Office of the Director, Operational Test and Evaluat",2012
"Arlington, VA",Deputy Director for Land and Expeditionary Warfare ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,"Office of the Director, Operational Test and Evaluat",2012
"Arlington, VA",Deputy Director for Air Warfare ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,"Office of the Director, Operational Test and Evaluat",2012
"Arlington, VA",Deputy Director for Naval Warfare ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,"Office of the Director, Operational Test and Evaluat",2012
"Arlington, VA","Deputy Director, Net- Centric Space and Missile Defense Systems ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,"Office of the Director, Operational Test and Evaluat",2012
"Arlington, VA",Special Assistant ,Eric Loeb,SC,GS,15,,,Office of the Secretary of Defense,OFFICE OF THE,"Office of the Director, Operational Test and Evaluat",2012
"Arlington, VA",Director ,Andrew W. Marshall,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,"Office of the Director, Net Assessment",2012
"Arlington, VA",Deputy Director ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,"Office of the Director, Net Assessment",2012
"Arlington, VA",Associate Director ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,"Office of the Director, Net Assessment",2012
"Arlington, VA","Director of Administration and Management/ Comptroller, National Guard Bureau ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Joint Activities,2012
"Arlington, VA",Under Secretary of Defense (Personnel and Readiness) ,Erin C. Conaton,PAS,EX,III,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Principal Deputy Under Secretary of Defense (Personnel and Readiness) ,Jo Ann Rooney,PAS,EX,IV,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Assistant Secretary of Defense (Health Affairs) ,Jonathan Woodson,PAS,EX,IV,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Assistant Secretary of Defense (Readiness and Force Management) ,Vacant,PAS,EX,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA","Principal Deputy Assistant Secretary of Defense (Health Affairs)/Principal Deputy Director, TMA ",Karen Sue Guice,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA","Principal Director, Requirements and Strategic Integration ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Deputy Assistant Secretary of Defense for Wounded Warrior Care and Transition Policy ,John R. Campbell,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Deputy Assistant Secretary of Defense for Military Community and Family Policy ,Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA","Director, Personnel and Readiness, Integration and Strategic Management ",Laura D. Stubbs,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Deputy Assistant Secretary of Defense (Health Budgets and Financial Policy) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Deputy Assistant Secretary of Defense (Readiness) ,Laura J. Junor,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Deputy Assistant Secretary of Defense (Civilian Personnel Policy) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Principal Director for Diversity Management and Equal Opportunity ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Director Readiness Programming and Assessment ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Principal Director (Military Community and Family Policy) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA","Director, Personnel and Readiness Analysis ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA","Principal Director, DoDEA and Associate Director for Education ",Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Deputy Assistant Secretary of Defense (Military Personnel Policy) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Deputy Assistant Secretary of Defense (Force Health Protection and Readiness) ,Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Deputy Assistant Secretary of Defense for Clinical and Program Policy ,Warren E. Lockette,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA","Principal Director, Wounded Warrior Care and Transition Policy ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Principal Deputy Assistant Secretary of Defense (Readiness and Force Management) ,Frederick E. Vollrath,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Principal Director (Civilian Personnel Policy) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA","Director, Accession Policy ",Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA","Director, Readiness and Training Policy and Programs ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA","Principal Director, Military Personnel Policy ",Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA","Director, Officer and Enlisted Personnel Management ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Peachtree City, GA","Director, Domestic Dependent Elementary and Secondary Schools and the Department of Defense Dependents Schools Cuba ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Urazoe, Okinawa, Japan","Director, Department of Defense Dependents Schools Pacific and Domestic Dependent Elementary and Secondary Schools Guam ",Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Wiesbaden, Germany","Director, Department of Defense Dependents Schools Europe ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Director of Military Compensation ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA","Director, Talent Acquisition, Development and Management ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA","Deputy Chief, Tricare Policy and Operations ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Program Executive Officer ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Associate Director for Financial and Business Operations ,Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA","Director, Quadrennial Review of Military Compensation ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA","Deputy Director, Force Health Protection and Readiness Programs ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA","Principal Advisor, Portfolio Management Project Office ",George Chambers,TA,ES,,,07/20/13,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Special Assistant and Senior Advisor to Under Secretary of Defense and Principal Deputy Undersecretary of Defense (Personnel and Readiness) ,Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Special Assistant and Senior Advisor to the Under Secretary of Defense and Principal Under Secretary of Defense (Personnel and Readiness) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA","Director, Resource and Financial Management ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Program Executive Officer ,Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Confidential Assistant to the Under Secretary of Defense Personnel and Readiness ,Mary E. Woodward,SC,GS,14,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Special Assistant to the Deputy Under Secretary of Defense for Transition Policy and Care Coordination ,Arturo R. Murguia,SC,GS,14,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Personnel,2012
"Arlington, VA",Assistant Secretary ,Jessica L. Wright,PAS,EX,IV,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Reserve Af,2012
"Arlington, VA",Principal Deputy Assistant Secretary ,Dennis L. McGinnis,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Reserve Af,2012
"Arlington, VA",Deputy Assistant Secretary of Defense (Resources) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Reserve Af,2012
"Arlington, VA",Deputy Assistant Secretary of Defense (Manpower and Personnel) ,Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Reserve Af,2012
"Washington, DC","Deputy Assistant Secretary of Defense (Readiness, Training and Mobilization) ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Reserve Af,2012
"Arlington, VA",Deputy Assistant Secretary of Defense (Materiel and Facilities) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Reserve Af,2012
"Arlington, VA","Principal Director (Readiness, Training and Mobilization) ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Reserve Af,2012
"Arlington, VA",Special Assistant to the Assistant Secretary of Defense for Reserve Affairs ,Jacqueline Garrick,SC,GS,15,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Reserve Af,2012
"Arlington, VA",Assistant Secretary ,Vacant,PAS,EX,IV,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Public Aff,2012
"Arlington, VA",Principal Deputy Assistant Secretary ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Public Aff,2012
"Arlington, VA",Deputy Assistant Secretary ,George E. Little,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Public Aff,2012
"Arlington, VA",Deputy Assistant Secretary of Defense for Community and Public Outreach ,Rene Carbone Bardorf,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Public Aff,2012
"Arlington, VA",Speechwriter ,Christopher M. Kirchhoff,SC,GS,15,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Public Aff,2012
"Arlington, VA",Deputy Director for Communication Plans and Integration ,James L. Swartout,SC,GS,15,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Public Aff,2012
"Arlington, VA",Speechwriter ,Jacob M. Freedman,SC,GS,14,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Public Aff,2012
"Arlington, VA",Speechwriter ,Justin D. Mikolay,SC,GS,13,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Public Aff,2012
"Arlington, VA",Speechwriter ,Gregory M. Grant,SC,GS,13,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Public Aff,2012
"Arlington, VA",Assistant Press Secretary ,Carlin R. Woog,SC,GS,13,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Public Aff,2012
"Arlington, VA",Research Assistant ,Lucas F. Schleusener,SC,GS,9,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Public Aff,2012
"Arlington, VA",Director ,Christine H. Fox,PAS,EX,IV,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Deputy Director, Program Evaluation ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Deputy Director, Cost Assessment ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Deputy Director, Analysis and Integration ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Deputy Director, Program, Data and Enterprise Services ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Director, Land Forces Division ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Director, Program Resources and Information Systems Management Division ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Director, Irregular Warfare Division ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Director, Advanced Systems Cost Analysis Division ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Director, Intelligence, Surveillance, and Reconnaissance Programs Division ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Director, Command, Control, Communications and Intelligence (C4) and Information Programs Division ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Director, Naval Forces Division ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Director, Tactical Air Division ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Director, Projection Forces Division ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Director, Weapon Systems Cost Analysis Division ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Director, Economic and Manpower Analysis Division ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Director, Strategic, Defensive, and Space Programs Division ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Director, Program Analysis Division ",Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Director, Force Structure Risk Assessments ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Director, Force and Infrastructure Analysis Division ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA","Director, Operating and Support Cost Analysis Division ",Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA",Special Assistant for Special Projects ,Tanisha R. Dozier,SC,GS,13,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Director (Cost Assessment and Program,2012
"Arlington, VA",Under Secretary ,Robert F. Hale,PAS,EX,III,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA",Principal Deputy Under Secretary ,Michael J. McCord,PAS,EX,IV,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA",Deputy Comptroller Program/Budget ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA",Deputy Comptroller for Budget and Appropriations Affairs ,Blaine F. Aaron,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA","Assistant Deputy Comptroller (Program Budget) Program, Budget, and Execution ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA","Director, Resource Issues ",Sandra Veronica Richardson,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA",Director for Investment ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA",Director for Revolving Funds ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA",Director for Operations ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA",Director for Military Personnel and Construction ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA",Associate Director for Military Construction ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA",Special Assistant to Under Secretary of Defense/Principal Deputy Under Secretary of Defense (Comptroller) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA","Associate Director for Air, Space, and Intelligence Programs ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA",Director for Financial Improvement and Audit Readiness ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA",Director for Accounting and Finance Policy ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA",Associate Director for Military Operations ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA","Associate Director for Ground, Sea, and Other Programs ",Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA",Associate Director for Personnel and Health Care ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA","Associate Director, International and Interagency Programs ",Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA","Associate Director, Defense-Wide Programs ",Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA","Director, Business Integration Office ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA",Associate Director for Contingency and Interagency Programs ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA","Associate Director, External Affairs ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA","Director, Human Capital and Resource Management ",Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA",Deputy Director for Program and Financial Control ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA","Director, Program and Financial Control ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA",Personal and Confidential Assistant to the Under Secretary of Defense (Comptroller) ,Lucia Y. Cho,SC,GS,12,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA",Special Assistant to the Deputy Under Secretary of Defense (Budget and Appropriations Affairs) ,Kyong H. Nam,SC,GS,12,,,Office of the Secretary of Defense,OFFICE OF THE,Office of the Under Secretary of Defense (Comptrolle,2012
"Arlington, VA",Assistant Secretary ,Elizabeth Lee King,PAS,EX,IV,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Legislativ,2012
"Arlington, VA",Principal Deputy Assistant Secretary ,Eric A. Pierce,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Legislativ,2012
"Arlington, VA",Deputy Assistant Secretary of Defense for Senate Affairs ,Michael John Stella,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Legislativ,2012
"Arlington, VA",Deputy Assistant Secretary of Defense for House Affairs ,Brian S. Morrison,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Legislativ,2012
"Arlington, VA",Director of Operations ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Legislativ,2012
"Arlington, VA",Special Assistant for Networks and Information Integration ,Christopher T. Finan,SC,GS,15,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Legislativ,2012
"Arlington, VA",Special Assistant for Acquisition Technology and Logistics ,Jody Bennett,SC,GS,15,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Legislativ,2012
"Arlington, VA",Special Assistant ,Iram Ali,SC,GS,15,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Legislativ,2012
"Arlington, VA",Special Assistant for Communications ,Loren L. Dealy,SC,GS,14,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Legislativ,2012
"Arlington, VA",Special Assistant ,Courtney Ann Littig,SC,GS,14,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Legislativ,2012
"Arlington, VA",Special Assistant ,Bethany M. Bassett,SC,GS,13,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Legislativ,2012
"Arlington, VA",Special Assistant ,Joseph F. Hicken,SC,GS,13,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Legislativ,2012
"Arlington, VA",Special Assistant ,Anna E. Morey,SC,GS,12,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Legislativ,2012
"Arlington, VA",Special Assistant ,Jorie M. Feldman,SC,GS,12,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Legislativ,2012
"Arlington, VA",Special Assistant ,Brian Andrew Greer,SC,GS,12,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Legislativ,2012
"Arlington, VA",Special Assistant ,Mary McVeigh,SC,GS,11,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Assistant Secretary of Defense (Legislativ,2012
"Arlington, VA",Director ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Director of Administration and Management,2012
"Arlington, VA","Director, Washington Headquarters Services Deputy Director, Administration and Management ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Director of Administration and Management,2012
"Arlington, VA",Director for Organizational and Management Planning ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Director of Administration and Management,2012
"Arlington, VA",Office of the Secretary of Defense Networks Chief Information Officer ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Director of Administration and Management,2012
"Arlington, VA",Chief Historian ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE,Office of Director of Administration and Management,2012
