location,title,name,type_appoitment,pay_plan,pay_level_grade,tenure,expires,agency,big_office,little_office,year
"Seattle, WA","National Director, Anesthesia Service ",Michael J. Bishop M.D,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Houston, TX","National Director, Radiation Oncology Program ",P. G. Shankar Giri M.D,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Ann Arbor, MI","National Program Director, Nuclear Medicine and Radiation Safety Service ",Milton D. Gross M.D,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Director, Environmental Epidemiology Service ",Han K. Kang,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Cleveland, OH","Director, Podiatry Service ",Jeffrey M. Robbins,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Ann Arbor, MI","Director, Organizational Health Initiatives ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Director, Biomedical Laboratory Research and Clinical Science Research and Development Service ",Timothy J. O'Leary,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Boston, MA","Epidemiology Program Director, Quality and Performance Office ",Steven M. Wright,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Director for Internal and External Collaborations ,Alexander E.K. Ommaya,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Deputy Director, Clinical Science Research and Development Service ",Cheryl J. Oros,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Senior Health Policy Program Director ,Sherrie L. Hans,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Assistant Under Secretary for Health for Dentistry ,Timothy O. Ward M.D,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Senior Advisor on Legislative and Congressional Affairs ,James H. Holley,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC","Executive Director, Operation Iraqi Freedom/Operation Enduring Freedom ",Karen T. Malebranche,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Special Assistant ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Dallas, TX",Health System Administrator ,Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Washington, DC",Health System Administrator ,Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,,2008
"Bedford, MA","Director, VISN 1 ",Michael F. Mayo-Smith M.D,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Albany, NY","Director, VISN 2 ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"New York -Bronx, NY","Director, VISN 3 ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Pittsburgh, PA","Director, VISN 4 ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Linthicum Hghts, MD","Director, VISN 5 ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Durham, NC","Director, VISN 6 ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Atlanta, GA","Director, VISN 7 ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Bay Pines, FL","Director, VISN 8 ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Nashville, TN","Director, VISN 9 ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Cincinnati, OH","Director, VISN 10 ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Ann Arbor, MI","Director, VISN 11 ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Hines, IL","Director, VISN 12 ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Kansas City, MO","Director, VISN 15 ",Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Jackson, MS","Director, VISN 16 ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Jackson, MS","Health System Administrator, VISN 16 ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Dallas, TX","Director, VISN 17 ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Phoenix, AZ","Director, VISN 18 ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Denver, CO","Director, VISN 19 ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Portland, OR","Director, VISN 20 ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"San Francisco, CA","Director, VISN 21 ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Long Beach, CA","Director, VISN 22 ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Minneapolis, MN","Director, VISN 23 ",Robert A. Petzel M.D,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Minneapolis, MN","Chief Operations Officer, VISN 23 ",Robert A. Petzel M.D,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Minneapolis, MN","Primary Care Patient Service Line Director, VISN 23 ",Robert A. Petzel M.D,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Veterans Integrated Service Network (VISN) Directors,2008
"Albany, NY","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Albuquerque, NM","Director, New Mexico Veterans Affairs Healthcare System ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Alexandria, LA","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Altoona, PA","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Amarillo, TX","Director, Amarillo Veterans Affairs Health Care System ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Anchorage, AK","Director, Veterans Affairs Outpatient Clinic and Regional Office ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Ann Arbor, MI","Director, Ann Arbor Veterans Affairs Healthcare System ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Asheville, NC","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Atlanta, GA","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Augusta, GA","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Bath, NY","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Baltimore, MD","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Battle Creek, MI","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Bay Pines, FL","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Beckley, WV","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Bedford, MA","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Big Spring, TX","Director, West Texas Veterans Affairs Healthcare System ",Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Biloxi, MS","Director, Gulf Coast Veterans Affairs Health Care System ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Birmingham, AL","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Boise, ID","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Boston, MA","Director, Veterans Affairs Boston Healthcare System ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"New York -Bronx, NY","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"New York, NY","Director, New York Harbor Veterans Affairs Healthcare System ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Buffalo, NY","Director, Western New York Veterans Affairs Healthcare System ",Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Butler, PA","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Canandaigua, NY","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Charleston, SC","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Cheyenne, WY","Director, Veterans Affairs Medical Center ",David M. Kilpatrick M.D,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Chicago, IL","Director, Jesse Brown Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Chillicothe, OH","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Cincinnati, OH","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Clarksburg, WV","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Cleveland, OH","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Coatesville, PA","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Columbia, MO","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Columbia, SC","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Columbus, OH","Director, Outpatient Clinic ",Lilian M. Thome M.D,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Dallas, TX","Director, North Texas Veterans Affairs Health Care System ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Danville, IL","Director, Illiana Veterans Affairs Health Care System ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Dayton, OH","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Denver, CO","Director, Eastern Colorado Veterans Affairs Health Care System ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Des Moines, IA","Director, Central Iowa Veterans Affairs Health Care System ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Detroit, MI","Director, Veterans Affairs Medical Center ",Pamela J. Reeves M.D,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Dublin, GA","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Durham, NC","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"East Orange, NJ","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"El Paso, TX","Director, El Paso Veterans Affairs Health Care System ",Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Erie, PA","Director, Veterans Affairs Medical Center ",Michael D. Adelman M.D,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Fargo, ND","Director, Veterans Affairs Medical and Regional Office Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Fayetteville, AR","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Fayetteville, NC","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Fort Harrison, MT","Director, Veterans Affairs Medical and Regional Office Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Fort Meade, SD","Director, Black Hills Veterans Affairs Health Care System ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Fort Wayne, IN","Director, Northern Indiana Veterans Affairs Health Care System ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Fresno, CA","Director, Central California Veterans Affairs Health Care System ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Gainesville, FL","Director, North Florida/South Georgia Veterans Affairs Health Care System ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Grand Junction, CO","Director, Veterans Affairs Medical Center ",Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Hampton, VA","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Harlingen, TX","Deputy Director, Veterans Affairs Valley Coastal Bend Division, South Texas Veterans Healthcare System ",Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Hines, IL","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Honolulu, HI","Director, Pacific Islands Veterans Affairs Healthcare System ",James E. Hastings M.D,XS,OT,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Houston, TX","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Huntington, WV","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Indianapolis, IN","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Iowa City, IA","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Iron Mountain, MI","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Jackson, MS","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Kansas City, MO","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Las Vegas, NV","Director, Southern Nevada Veterans Affairs Health Care System ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Lebanon, PA","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Lexington, KY","Director, Veterans Affairs Medical Center ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Little Rock, AR","Director, Central Arkansas Veterans Affairs Healthcare System ",Career Incumbent,C,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Loma Linda, CA","Director, Veterans Affairs Medical Center ",Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Long Beach, CA","Director, Long Beach Veterans Affairs Healthcare System ",Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
"Los Angeles, CA","Director, Greater Los Angeles Veterans Affairs Healthcare System ",Vacant,,ES,,,,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HEALTH ADMINISTRATION,Medical Center Directors,2008
